data_source,area_label,naics_custom,naics_custom_label,measure,yr,lvl,gyy,dyy,hover_label
ESD,King County,GOV,Government,Average Annual Employment,2020,169873,-0.01525182024764648,-2631,"King County<br>2020: 169.9k, -1.5%"
ESD,King County,GOV,Government,Average Annual Employment,2021,168462,-0.00830620522390257,-1411,"King County<br>2021: 168.5k, -0.8%"
PSRC,King County,GOV,Government,Mar Employment,2000,145898,NA,NA,NA
PSRC,King County,GOV,Government,Mar Employment,2001,148089,0.01501734088198603,2191,"King County<br>2001: 148.1k, 1.5%"
PSRC,King County,GOV,Government,Mar Employment,2002,151856,0.02543740588429921,3767,"King County<br>2002: 151.9k, 2.5%"
PSRC,King County,GOV,Government,Mar Employment,2003,153297,0.00948925297650404,1441,"King County<br>2003: 153.3k, 0.9%"
PSRC,King County,GOV,Government,Mar Employment,2004,153446,9.71969444933718e-4,149,"King County<br>2004: 153.4k, 0.1%"
PSRC,King County,GOV,Government,Mar Employment,2005,152368,-0.00702527273438213,-1078,"King County<br>2005: 152.4k, -0.7%"
PSRC,King County,GOV,Government,Mar Employment,2006,153158,0.00518481570933526,790,"King County<br>2006: 153.2k, 0.5%"
PSRC,King County,GOV,Government,Mar Employment,2007,153399,0.00157353843743068,241,"King County<br>2007: 153.4k, 0.2%"
PSRC,King County,GOV,Government,Mar Employment,2008,155382,0.01292707253632685,1983,"King County<br>2008: 155.4k, 1.3%"
PSRC,King County,GOV,Government,Mar Employment,2009,157678,0.01477648633689865,2296,"King County<br>2009: 157.7k, 1.5%"
PSRC,King County,GOV,Government,Mar Employment,2010,157588,-5.707834954781221e-4,-90,"King County<br>2010: 157.6k, -0.1%"
PSRC,King County,GOV,Government,Mar Employment,2011,157406,-0.00115491027235581,-182,"King County<br>2011: 157.4k, -0.1%"
PSRC,King County,GOV,Government,Mar Employment,2012,157203,-0.0012896585898886,-203,"King County<br>2012: 157.2k, -0.1%"
PSRC,King County,GOV,Government,Mar Employment,2013,157570,0.00233456104527274,367,"King County<br>2013: 157.6k, 0.2%"
PSRC,King County,GOV,Government,Mar Employment,2014,160414,0.01804912102557598,2844,"King County<br>2014: 160.4k, 1.8%"
PSRC,King County,GOV,Government,Mar Employment,2015,163508,0.0192875933522012,3094,"King County<br>2015: 163.5k, 1.9%"
PSRC,King County,GOV,Government,Mar Employment,2016,166599,0.01890427379700066,3091,"King County<br>2016: 166.6k, 1.9%"
PSRC,King County,GOV,Government,Mar Employment,2017,170374,0.0226591996350518,3775,"King County<br>2017: 170.4k, 2.3%"
PSRC,King County,GOV,Government,Mar Employment,2018,170027,-0.00203669573996034,-347,"King County<br>2018: 170.0k, -0.2%"
PSRC,King County,GOV,Government,Mar Employment,2019,171983,0.01150405523828568,1956,"King County<br>2019: 172.0k, 1.2%"
PSRC,King County,GOV,Government,Mar Employment,2020,176498,0.0262525947332004,4515,"King County<br>2020: 176.5k, 2.6%"
PSRC,King County,GOV,Government,Mar Employment,2021,167077,-0.05337737538102416,-9421,"King County<br>2021: 167.1k, -5.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2002,1093690,NA,NA,NA
ESD,King County,TTL,Total Nonfarm,Mar Employment,2003,1074388,-0.01764851100403219,-19302,"King County<br>2003: 1 074.4k, -1.8%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2004,1077495,0.00289187891152908,3107,"King County<br>2004: 1 077.5k, 0.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2005,1094264,0.01556294924802426,16769,"King County<br>2005: 1 094.3k, 1.6%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2006,1127689,0.03054564529217818,33425,"King County<br>2006: 1 127.7k, 3.1%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2007,1157011,0.02600184980078723,29322,"King County<br>2007: 1 157.0k, 2.6%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2008,1183982,0.02331092789956179,26971,"King County<br>2008: 1 184.0k, 2.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2009,1137479,-0.03927677954563502,-46503,"King County<br>2009: 1 137.5k, -3.9%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2010,1099720,-0.03319533811173658,-37759,"King County<br>2010: 1 099.7k, -3.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2011,1116979,0.01569399483504896,17259,"King County<br>2011: 1 117.0k, 1.6%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2012,1142577,0.02291717212230493,25598,"King County<br>2012: 1 142.6k, 2.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2013,1175932,0.02919278088041332,33355,"King County<br>2013: 1 175.9k, 2.9%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2014,1214854,0.03309885265474532,38922,"King County<br>2014: 1 214.9k, 3.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2015,1252463,0.03095762947646374,37609,"King County<br>2015: 1 252.5k, 3.1%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2016,1292472,0.03194425703593628,40009,"King County<br>2016: 1 292.5k, 3.2%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2017,1335408,0.03322006202068595,42936,"King County<br>2017: 1 335.4k, 3.3%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2018,1373799,0.02874851730707028,38391,"King County<br>2018: 1 373.8k, 2.9%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2019,1411005,0.0270825644799566,37206,"King County<br>2019: 1 411.0k, 2.7%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2020,1430940,0.01412822775255939,19935,"King County<br>2020: 1 430.9k, 1.4%"
ESD,King County,TTL,Total Nonfarm,Mar Employment,2021,1341586,-0.06244426740464315,-89354,"King County<br>2021: 1 341.6k, -6.2%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2002,1102678,NA,NA,NA
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2003,1087482,-0.0137809949958193,-15196,"King County<br>2003: 1 087.5k, -1.4%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2004,1093699,0.0057168762333537,6217,"King County<br>2004: 1 093.7k, 0.6%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2005,1116590,0.0209298902165953,22891,"King County<br>2005: 1 116.6k, 2.1%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2006,1150083,0.02999579075578329,33493,"King County<br>2006: 1 150.1k, 3.0%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2007,1173578.8333333333,0.02042968492998609,23495.833333333256,"King County<br>2007: 1 173.6k, 2.0%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2008,1189547.5833333333,0.01360688310528202,15968.75,"King County<br>2008: 1 189.5k, 1.4%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2009,1130811,-0.04937724573298907,-58736.583333333256,"King County<br>2009: 1 130.8k, -4.9%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2010,1116613,-0.01255559063362488,-14198,"King County<br>2010: 1 116.6k, -1.3%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2011,1137311,0.01853641324254695,20698,"King County<br>2011: 1 137.3k, 1.9%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2012,1163214,0.02277565239411205,25903,"King County<br>2012: 1 163.2k, 2.3%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2013,1198734,0.0305360836441102,35520,"King County<br>2013: 1 198.7k, 3.1%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2014,1237614,0.03243421810009561,38880,"King County<br>2014: 1 237.6k, 3.2%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2015,1274371,0.02969989027273456,36757,"King County<br>2015: 1 274.4k, 3.0%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2016,1315412,0.03220490736214176,41041,"King County<br>2016: 1 315.4k, 3.2%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2017,1355860,0.0307493013595741,40448,"King County<br>2017: 1 355.9k, 3.1%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2018,1393416,0.02769902497307974,37556,"King County<br>2018: 1 393.4k, 2.8%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2019,1433340,0.02865188859608336,39924,"King County<br>2019: 1 433.3k, 2.9%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2020,1350213,-0.05799531164971328,-83127,"King County<br>2020: 1 350.2k, -5.8%"
ESD,King County,TTL,Total Nonfarm,Average Annual Employment,2021,1379481,0.0216765799173908,29268,"King County<br>2021: 1 379.5k, 2.2%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2000,1149642,NA,NA,NA
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2001,1155523,0.00511550552258888,5881,"King County<br>2001: 1 155.5k, 0.5%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2002,1093383,-0.05377651504989511,-62140,"King County<br>2002: 1 093.4k, -5.4%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2003,1074389,-0.01737177183109672,-18994,"King County<br>2003: 1 074.4k, -1.7%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2004,1077327,0.0027345775133587,2938,"King County<br>2004: 1 077.3k, 0.3%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2005,1133381,0.05203062765529864,56054,"King County<br>2005: 1 133.4k, 5.2%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2006,1127229,-0.00542800699852918,-6152,"King County<br>2006: 1 127.2k, -0.5%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2007,1166534,0.03486869127746006,39305,"King County<br>2007: 1 166.5k, 3.5%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2008,1196338,0.02554919102229336,29804,"King County<br>2008: 1 196.3k, 2.6%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2009,1137483,-0.04919596301379714,-58855,"King County<br>2009: 1 137.5k, -4.9%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2010,1099720,-0.033198737915204,-37763,"King County<br>2010: 1 099.7k, -3.3%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2011,1116887,0.01561033717673598,17167,"King County<br>2011: 1 116.9k, 1.6%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2012,1147147,0.02709316161796127,30260,"King County<br>2012: 1 147.1k, 2.7%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2013,1173862,0.02328820979351387,26715,"King County<br>2013: 1 173.9k, 2.3%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2014,1213356,0.0336444999497385,39494,"King County<br>2014: 1 213.4k, 3.4%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2015,1252463,0.03223044184888857,39107,"King County<br>2015: 1 252.5k, 3.2%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2016,1292472,0.03194425703593628,40009,"King County<br>2016: 1 292.5k, 3.2%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2017,1335408,0.03322006202068595,42936,"King County<br>2017: 1 335.4k, 3.3%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2018,1373806,0.02875375915076139,38398,"King County<br>2018: 1 373.8k, 2.9%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2019,1411005,0.02707733115155997,37199,"King County<br>2019: 1 411.0k, 2.7%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2020,1430940,0.01412822775255939,19935,"King County<br>2020: 1 430.9k, 1.4%"
PSRC,King County,TTL,Total Nonfarm,Mar Employment,2021,1341594,-0.06243867667407443,-89346,"King County<br>2021: 1 341.6k, -6.2%"
ESD,King County,NA,NA,Mar Employment,2002,1789,NA,NA,NA
ESD,King County,NA,NA,Mar Employment,2003,1583,-0.11514812744550028,-206,"King County<br>2003: 1.6k, -11.5%"
ESD,King County,NA,NA,Mar Employment,2004,1416,-0.10549589387239422,-167,"King County<br>2004: 1.4k, -10.5%"
ESD,King County,NA,NA,Mar Employment,2005,1352,-0.04519774011299438,-64,"King County<br>2005: 1.4k, -4.5%"
ESD,King County,NA,NA,Mar Employment,2006,1404,0.03846153846153855,52,"King County<br>2006: 1.4k, 3.8%"
ESD,King County,NA,NA,Mar Employment,2007,1420,0.01139601139601143,16,"King County<br>2007: 1.4k, 1.1%"
ESD,King County,NA,NA,Mar Employment,2008,1538,0.08309859154929566,118,"King County<br>2008: 1.5k, 8.3%"
ESD,King County,NA,NA,Mar Employment,2009,1577,0.02535760728218461,39,"King County<br>2009: 1.6k, 2.5%"
ESD,King County,NA,NA,Mar Employment,2010,1600,0.01458465440710199,23,"King County<br>2010: 1.6k, 1.5%"
ESD,King County,NA,NA,Mar Employment,2011,1644,0.02750000000000008,44,"King County<br>2011: 1.6k, 2.8%"
ESD,King County,NA,NA,Mar Employment,2012,1671,0.01642335766423364,27,"King County<br>2012: 1.7k, 1.6%"
ESD,King County,NA,NA,Mar Employment,2013,1698,0.01615798922800726,27,"King County<br>2013: 1.7k, 1.6%"
ESD,King County,NA,NA,Mar Employment,2014,1600,-0.05771495877502941,-98,"King County<br>2014: 1.6k, -5.8%"
ESD,King County,NA,NA,Mar Employment,2015,45244,27.2775,43644,"King County<br>2015: 45.2k, 2 727.8%"
ESD,King County,NA,NA,Mar Employment,2016,1796,-0.9603041287242507,-43448,"King County<br>2016: 1.8k, -96.0%"
ESD,King County,NA,NA,Mar Employment,2017,1925,0.07182628062360807,129,"King County<br>2017: 1.9k, 7.2%"
ESD,King County,NA,NA,Mar Employment,2018,2155,0.11948051948051952,230,"King County<br>2018: 2.2k, 11.9%"
ESD,King County,NA,NA,Mar Employment,2019,2393,0.11044083526682136,238,"King County<br>2019: 2.4k, 11.0%"
ESD,King County,NA,NA,Mar Employment,2020,2378,-0.00626828249059752,-15,"King County<br>2020: 2.4k, -0.6%"
ESD,King County,NA,NA,Mar Employment,2021,2224,-0.06476030277544154,-154,"King County<br>2021: 2.2k, -6.5%"
ESD,King County,NA,NA,Average Annual Employment,2002,1751,NA,NA,NA
ESD,King County,NA,NA,Average Annual Employment,2003,1646,-0.05996573386636206,-105,"King County<br>2003: 1.6k, -6.0%"
ESD,King County,NA,NA,Average Annual Employment,2004,1445,-0.12211421628189544,-201,"King County<br>2004: 1.4k, -12.2%"
ESD,King County,NA,NA,Average Annual Employment,2005,1356,-0.06159169550173016,-89,"King County<br>2005: 1.4k, -6.2%"
ESD,King County,NA,NA,Average Annual Employment,2006,1429,0.05383480825958697,73,"King County<br>2006: 1.4k, 5.4%"
ESD,King County,NA,NA,Average Annual Employment,2007,1492.25,0.044261721483555,63.25,"King County<br>2007: 1.5k, 4.4%"
ESD,King County,NA,NA,Average Annual Employment,2008,1524.3333333333333,0.02149997207795828,32.08333333333326,"King County<br>2008: 1.5k, 2.1%"
ESD,King County,NA,NA,Average Annual Employment,2009,1566,0.0273343538158759,41.66666666666674,"King County<br>2009: 1.6k, 2.7%"
ESD,King County,NA,NA,Average Annual Employment,2010,1595,0.0185185185185186,29,"King County<br>2010: 1.6k, 1.9%"
ESD,King County,NA,NA,Average Annual Employment,2011,1630,0.0219435736677116,35,"King County<br>2011: 1.6k, 2.2%"
ESD,King County,NA,NA,Average Annual Employment,2012,1673,0.02638036809815958,43,"King County<br>2012: 1.7k, 2.6%"
ESD,King County,NA,NA,Average Annual Employment,2013,1641,-0.01912731619844587,-32,"King County<br>2013: 1.6k, -1.9%"
ESD,King County,NA,NA,Average Annual Employment,2014,1581,-0.03656307129798908,-60,"King County<br>2014: 1.6k, -3.7%"
ESD,King County,NA,NA,Average Annual Employment,2015,43259,26.3617963314358,41678,"King County<br>2015: 43.3k, 2 636.2%"
ESD,King County,NA,NA,Average Annual Employment,2016,1821,-0.9579047134700294,-41438,"King County<br>2016: 1.8k, -95.8%"
ESD,King County,NA,NA,Average Annual Employment,2017,7640,3.1954969796814936,5819,"King County<br>2017: 7.6k, 319.5%"
ESD,King County,NA,NA,Average Annual Employment,2018,2270,-0.7028795811518325,-5370,"King County<br>2018: 2.3k, -70.3%"
ESD,King County,NA,NA,Average Annual Employment,2019,2373,0.04537444933920698,103,"King County<br>2019: 2.4k, 4.5%"
ESD,King County,NA,NA,Average Annual Employment,2020,2332,-0.01727770754319424,-41,"King County<br>2020: 2.3k, -1.7%"
ESD,King County,NA,NA,Average Annual Employment,2021,2294,-0.016295025728988,-38,"King County<br>2021: 2.3k, -1.6%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2002,1463,NA,NA,NA
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2003,1470,0.00478468899521522,7,"Snohomish County<br>2003: 1.5k, 0.5%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2004,1534,0.0435374149659864,64,"Snohomish County<br>2004: 1.5k, 4.4%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2005,1658,0.08083441981747064,124,"Snohomish County<br>2005: 1.7k, 8.1%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2006,1454,-0.12303980699638116,-204,"Snohomish County<br>2006: 1.5k, -12.3%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2007,1393,-0.04195323246217331,-61,"Snohomish County<br>2007: 1.4k, -4.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2008,1335,-0.04163675520459442,-58,"Snohomish County<br>2008: 1.3k, -4.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2009,1149,-0.13932584269662918,-186,"Snohomish County<br>2009: 1.1k, -13.9%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2010,NA,NA,NA,NA
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2011,1036,NA,NA,NA
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2012,1069,0.03185328185328195,33,"Snohomish County<br>2012: 1.1k, 3.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2013,1071,0.00187090739008422,2,"Snohomish County<br>2013: 1.1k, 0.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2014,1125,0.05042016806722693,54,"Snohomish County<br>2014: 1.1k, 5.0%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2015,1216,0.08088888888888879,91,"Snohomish County<br>2015: 1.2k, 8.1%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2016,1309,0.07648026315789469,93,"Snohomish County<br>2016: 1.3k, 7.6%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2017,1518,0.1596638655462186,209,"Snohomish County<br>2017: 1.5k, 16.0%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2018,1681,0.10737812911725952,163,"Snohomish County<br>2018: 1.7k, 10.7%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2019,1602,-0.0469958358120166,-79,"Snohomish County<br>2019: 1.6k, -4.7%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2020,1670,0.04244694132334592,68,"Snohomish County<br>2020: 1.7k, 4.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2021,1722,0.03113772455089813,52,"Snohomish County<br>2021: 1.7k, 3.1%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2002,1536,NA,NA,NA
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2003,1517,-0.01236979166666663,-19,"Snohomish County<br>2003: 1.5k, -1.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2004,1629,0.07382992748846418,112,"Snohomish County<br>2004: 1.6k, 7.4%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2005,1636,0.00429711479435246,7,"Snohomish County<br>2005: 1.6k, 0.4%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2006,1539,-0.05929095354523228,-97,"Snohomish County<br>2006: 1.5k, -5.9%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2007,1460.25,-0.05116959064327486,-78.75,"Snohomish County<br>2007: 1.5k, -5.1%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2008,1369.9166666666667,-0.06186155338697707,-90.33333333333326,"Snohomish County<br>2008: 1.4k, -6.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2009,1224,-0.1065149948293692,-145.91666666666674,"Snohomish County<br>2009: 1.2k, -10.7%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2010,NA,NA,NA,NA
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2011,1137,NA,NA,NA
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2012,1162,0.02198768689533858,25,"Snohomish County<br>2012: 1.2k, 2.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2013,1216,0.04647160068846823,54,"Snohomish County<br>2013: 1.2k, 4.6%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2014,1243,0.02220394736842101,27,"Snohomish County<br>2014: 1.2k, 2.2%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2015,1380,0.11021721641190664,137,"Snohomish County<br>2015: 1.4k, 11.0%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2016,1491,0.08043478260869574,111,"Snohomish County<br>2016: 1.5k, 8.0%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2017,1648,0.10529845741113351,157,"Snohomish County<br>2017: 1.6k, 10.5%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2018,1710,0.03762135922330101,62,"Snohomish County<br>2018: 1.7k, 3.8%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2019,1715,0.00292397660818721,5,"Snohomish County<br>2019: 1.7k, 0.3%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2020,1763,0.02798833819241975,48,"Snohomish County<br>2020: 1.8k, 2.8%"
ESD,Snohomish County,"11, 21",Mining and Logging,Average Annual Employment,2021,1871,0.06125921724333527,108,"Snohomish County<br>2021: 1.9k, 6.1%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2000,1963,NA,NA,NA
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2001,1917,-0.02343352012226185,-46,"Snohomish County<br>2001: 1.9k, -2.3%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2002,1364,-0.288471570161711,-553,"Snohomish County<br>2002: 1.4k, -28.8%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2003,1347,-0.01246334310850438,-17,"Snohomish County<br>2003: 1.3k, -1.2%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2004,1421,0.05493689680772085,74,"Snohomish County<br>2004: 1.4k, 5.5%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2005,1959,0.3786066150598171,538,"Snohomish County<br>2005: 2.0k, 37.9%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2006,1377,-0.2970903522205207,-582,"Snohomish County<br>2006: 1.4k, -29.7%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2007,1386,0.00653594771241827,9,"Snohomish County<br>2007: 1.4k, 0.7%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2008,1332,-0.03896103896103897,-54,"Snohomish County<br>2008: 1.3k, -3.9%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2009,1131,-0.15090090090090091,-201,"Snohomish County<br>2009: 1.1k, -15.1%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2010,1141,0.00884173297966395,10,"Snohomish County<br>2010: 1.1k, 0.9%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2011,1031,-0.09640666082383877,-110,"Snohomish County<br>2011: 1.0k, -9.6%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2012,1054,0.02230843840931129,23,"Snohomish County<br>2012: 1.1k, 2.2%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2013,1059,0.0047438330170777,5,"Snohomish County<br>2013: 1.1k, 0.5%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2014,1074,0.01416430594900841,15,"Snohomish County<br>2014: 1.1k, 1.4%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2015,1193,0.1108007448789572,119,"Snohomish County<br>2015: 1.2k, 11.1%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2016,1318,0.10477787091366308,125,"Snohomish County<br>2016: 1.3k, 10.5%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2017,1550,0.17602427921092567,232,"Snohomish County<br>2017: 1.6k, 17.6%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2018,1669,0.076774193548386993,119,"Snohomish County<br>2018: 1.7k, 7.7%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2019,1583,-0.0515278609946076,-86,"Snohomish County<br>2019: 1.6k, -5.2%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2020,1628,0.02842703727100448,45,"Snohomish County<br>2020: 1.6k, 2.8%"
PSRC,Snohomish County,"11, 21",Mining and Logging,Mar Employment,2021,1656,0.01719901719901728,28,"Snohomish County<br>2021: 1.7k, 1.7%"
ESD,Snohomish County,23,Construction,Mar Employment,2002,13781,NA,NA,NA
ESD,Snohomish County,23,Construction,Mar Employment,2003,14060,0.02024526522023073,279,"Snohomish County<br>2003: 14.1k, 2.0%"
ESD,Snohomish County,23,Construction,Mar Employment,2004,14830,0.05476529160739685,770,"Snohomish County<br>2004: 14.8k, 5.5%"
ESD,Snohomish County,23,Construction,Mar Employment,2005,16502,0.112744436952124,1672,"Snohomish County<br>2005: 16.5k, 11.3%"
ESD,Snohomish County,23,Construction,Mar Employment,2006,18871,0.14355835656284088,2369,"Snohomish County<br>2006: 18.9k, 14.4%"
ESD,Snohomish County,23,Construction,Mar Employment,2007,21811,0.1557946054793069,2940,"Snohomish County<br>2007: 21.8k, 15.6%"
ESD,Snohomish County,23,Construction,Mar Employment,2008,20626,-0.05433038375131815,-1185,"Snohomish County<br>2008: 20.6k, -5.4%"
ESD,Snohomish County,23,Construction,Mar Employment,2009,16113,-0.21880151265393188,-4513,"Snohomish County<br>2009: 16.1k, -21.9%"
ESD,Snohomish County,23,Construction,Mar Employment,2010,13811,-0.1428660088127599,-2302,"Snohomish County<br>2010: 13.8k, -14.3%"
ESD,Snohomish County,23,Construction,Mar Employment,2011,12958,-0.06176236333357465,-853,"Snohomish County<br>2011: 13.0k, -6.2%"
ESD,Snohomish County,23,Construction,Mar Employment,2012,12982,0.00185213767556713,24,"Snohomish County<br>2012: 13.0k, 0.2%"
ESD,Snohomish County,23,Construction,Mar Employment,2013,14698,0.13218302264674153,1716,"Snohomish County<br>2013: 14.7k, 13.2%"
ESD,Snohomish County,23,Construction,Mar Employment,2014,16302,0.10913049394475438,1604,"Snohomish County<br>2014: 16.3k, 10.9%"
ESD,Snohomish County,23,Construction,Mar Employment,2015,18358,0.12611949454054727,2056,"Snohomish County<br>2015: 18.4k, 12.6%"
ESD,Snohomish County,23,Construction,Mar Employment,2016,20194,0.10001089443294477,1836,"Snohomish County<br>2016: 20.2k, 10.0%"
ESD,Snohomish County,23,Construction,Mar Employment,2017,21953,0.08710508071704459,1759,"Snohomish County<br>2017: 22.0k, 8.7%"
