yearm,var_code,area_code,var_stub,data_survey,seas,measure,value,area_label,data_survey_label,data_survey_type,data_survey_type_label,hover_label
Aug 2010,US_N_CPS_SA,US,N,CPS,SA,dmm,259,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2010</b>, United States, <b>CPS SA</b><br>259.0"
Sep 2010,US_N_CPS_SA,US,N,CPS,SA,lvl,139396,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2010</b>, United States, <b>CPS SA</b><br>139 396.0"
Sep 2010,US_N_CPS_SA,US,N,CPS,SA,dmm,-42,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2010</b>, United States, <b>CPS SA</b><br>-42.0"
Oct 2010,US_N_CPS_SA,US,N,CPS,SA,lvl,139119,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2010</b>, United States, <b>CPS SA</b><br>139 119.0"
Oct 2010,US_N_CPS_SA,US,N,CPS,SA,dmm,-277,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2010</b>, United States, <b>CPS SA</b><br>-277.0"
Nov 2010,US_N_CPS_SA,US,N,CPS,SA,lvl,139044,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2010</b>, United States, <b>CPS SA</b><br>139 044.0"
Nov 2010,US_N_CPS_SA,US,N,CPS,SA,dmm,-75,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2010</b>, United States, <b>CPS SA</b><br>-75.0"
Dec 2010,US_N_CPS_SA,US,N,CPS,SA,lvl,139301,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2010</b>, United States, <b>CPS SA</b><br>139 301.0"
Dec 2010,US_N_CPS_SA,US,N,CPS,SA,dmm,257,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2010</b>, United States, <b>CPS SA</b><br>257.0"
Jan 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139250,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2011</b>, United States, <b>CPS SA</b><br>139 250.0"
Jan 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,-51,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2011</b>, United States, <b>CPS SA</b><br>-51.0"
Feb 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139394,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2011</b>, United States, <b>CPS SA</b><br>139 394.0"
Feb 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,144,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2011</b>, United States, <b>CPS SA</b><br>144.0"
Mar 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139639,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2011</b>, United States, <b>CPS SA</b><br>139 639.0"
Mar 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,245,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2011</b>, United States, <b>CPS SA</b><br>245.0"
Apr 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139586,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2011</b>, United States, <b>CPS SA</b><br>139 586.0"
Apr 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,-53,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2011</b>, United States, <b>CPS SA</b><br>-53.0"
May 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139624,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2011</b>, United States, <b>CPS SA</b><br>139 624.0"
May 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,38,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2011</b>, United States, <b>CPS SA</b><br>38.0"
Jun 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139384,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2011</b>, United States, <b>CPS SA</b><br>139 384.0"
Jun 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,-240,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2011</b>, United States, <b>CPS SA</b><br>-240.0"
Jul 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139524,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2011</b>, United States, <b>CPS SA</b><br>139 524.0"
Jul 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,140,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2011</b>, United States, <b>CPS SA</b><br>140.0"
Aug 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,139942,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2011</b>, United States, <b>CPS SA</b><br>139 942.0"
Aug 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,418,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2011</b>, United States, <b>CPS SA</b><br>418.0"
Sep 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,140183,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2011</b>, United States, <b>CPS SA</b><br>140 183.0"
Sep 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,241,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2011</b>, United States, <b>CPS SA</b><br>241.0"
Oct 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,140368,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2011</b>, United States, <b>CPS SA</b><br>140 368.0"
Oct 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,185,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2011</b>, United States, <b>CPS SA</b><br>185.0"
Nov 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,140826,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2011</b>, United States, <b>CPS SA</b><br>140 826.0"
Nov 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,458,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2011</b>, United States, <b>CPS SA</b><br>458.0"
Dec 2011,US_N_CPS_SA,US,N,CPS,SA,lvl,140902,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2011</b>, United States, <b>CPS SA</b><br>140 902.0"
Dec 2011,US_N_CPS_SA,US,N,CPS,SA,dmm,76,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2011</b>, United States, <b>CPS SA</b><br>76.0"
Jan 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,141584,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2012</b>, United States, <b>CPS SA</b><br>141 584.0"
Jan 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,682,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2012</b>, United States, <b>CPS SA</b><br>682.0"
Feb 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,141858,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2012</b>, United States, <b>CPS SA</b><br>141 858.0"
Feb 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,274,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2012</b>, United States, <b>CPS SA</b><br>274.0"
Mar 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,142036,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2012</b>, United States, <b>CPS SA</b><br>142 036.0"
Mar 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,178,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2012</b>, United States, <b>CPS SA</b><br>178.0"
Apr 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,141899,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2012</b>, United States, <b>CPS SA</b><br>141 899.0"
Apr 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,-137,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2012</b>, United States, <b>CPS SA</b><br>-137.0"
May 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,142206,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2012</b>, United States, <b>CPS SA</b><br>142 206.0"
May 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,307,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2012</b>, United States, <b>CPS SA</b><br>307.0"
Jun 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,142391,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2012</b>, United States, <b>CPS SA</b><br>142 391.0"
Jun 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,185,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2012</b>, United States, <b>CPS SA</b><br>185.0"
Jul 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,142292,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2012</b>, United States, <b>CPS SA</b><br>142 292.0"
Jul 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,-99,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2012</b>, United States, <b>CPS SA</b><br>-99.0"
Aug 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,142291,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2012</b>, United States, <b>CPS SA</b><br>142 291.0"
Aug 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,-1,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2012</b>, United States, <b>CPS SA</b><br>-1.0"
Sep 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,143044,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2012</b>, United States, <b>CPS SA</b><br>143 044.0"
Sep 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,753,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2012</b>, United States, <b>CPS SA</b><br>753.0"
Oct 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,143431,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2012</b>, United States, <b>CPS SA</b><br>143 431.0"
Oct 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,387,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2012</b>, United States, <b>CPS SA</b><br>387.0"
Nov 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,143333,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2012</b>, United States, <b>CPS SA</b><br>143 333.0"
Nov 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,-98,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2012</b>, United States, <b>CPS SA</b><br>-98.0"
Dec 2012,US_N_CPS_SA,US,N,CPS,SA,lvl,143330,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2012</b>, United States, <b>CPS SA</b><br>143 330.0"
Dec 2012,US_N_CPS_SA,US,N,CPS,SA,dmm,-3,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2012</b>, United States, <b>CPS SA</b><br>-3.0"
Jan 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143292,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2013</b>, United States, <b>CPS SA</b><br>143 292.0"
Jan 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,-38,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2013</b>, United States, <b>CPS SA</b><br>-38.0"
Feb 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143362,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2013</b>, United States, <b>CPS SA</b><br>143 362.0"
Feb 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,70,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2013</b>, United States, <b>CPS SA</b><br>70.0"
Mar 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143316,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2013</b>, United States, <b>CPS SA</b><br>143 316.0"
Mar 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,-46,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2013</b>, United States, <b>CPS SA</b><br>-46.0"
Apr 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143635,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2013</b>, United States, <b>CPS SA</b><br>143 635.0"
Apr 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,319,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2013</b>, United States, <b>CPS SA</b><br>319.0"
May 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143882,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2013</b>, United States, <b>CPS SA</b><br>143 882.0"
May 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,247,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2013</b>, United States, <b>CPS SA</b><br>247.0"
Jun 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143999,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2013</b>, United States, <b>CPS SA</b><br>143 999.0"
Jun 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,117,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2013</b>, United States, <b>CPS SA</b><br>117.0"
Jul 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,144264,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2013</b>, United States, <b>CPS SA</b><br>144 264.0"
Jul 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,265,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2013</b>, United States, <b>CPS SA</b><br>265.0"
Aug 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,144326,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2013</b>, United States, <b>CPS SA</b><br>144 326.0"
Aug 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,62,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2013</b>, United States, <b>CPS SA</b><br>62.0"
Sep 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,144418,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2013</b>, United States, <b>CPS SA</b><br>144 418.0"
Sep 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,92,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2013</b>, United States, <b>CPS SA</b><br>92.0"
Oct 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,143537,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2013</b>, United States, <b>CPS SA</b><br>143 537.0"
Oct 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,-881,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2013</b>, United States, <b>CPS SA</b><br>-881.0"
Nov 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,144479,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2013</b>, United States, <b>CPS SA</b><br>144 479.0"
Nov 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,942,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2013</b>, United States, <b>CPS SA</b><br>942.0"
Dec 2013,US_N_CPS_SA,US,N,CPS,SA,lvl,144778,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2013</b>, United States, <b>CPS SA</b><br>144 778.0"
Dec 2013,US_N_CPS_SA,US,N,CPS,SA,dmm,299,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2013</b>, United States, <b>CPS SA</b><br>299.0"
Jan 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,145150,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2014</b>, United States, <b>CPS SA</b><br>145 150.0"
Jan 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,372,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2014</b>, United States, <b>CPS SA</b><br>372.0"
Feb 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,145134,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2014</b>, United States, <b>CPS SA</b><br>145 134.0"
Feb 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,-16,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2014</b>, United States, <b>CPS SA</b><br>-16.0"
Mar 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,145648,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2014</b>, United States, <b>CPS SA</b><br>145 648.0"
Mar 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,514,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2014</b>, United States, <b>CPS SA</b><br>514.0"
Apr 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,145667,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2014</b>, United States, <b>CPS SA</b><br>145 667.0"
Apr 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,19,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2014</b>, United States, <b>CPS SA</b><br>19.0"
May 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,145825,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2014</b>, United States, <b>CPS SA</b><br>145 825.0"
May 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,158,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2014</b>, United States, <b>CPS SA</b><br>158.0"
Jun 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,146247,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2014</b>, United States, <b>CPS SA</b><br>146 247.0"
Jun 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,422,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2014</b>, United States, <b>CPS SA</b><br>422.0"
Jul 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,146399,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2014</b>, United States, <b>CPS SA</b><br>146 399.0"
Jul 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,152,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2014</b>, United States, <b>CPS SA</b><br>152.0"
Aug 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,146530,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2014</b>, United States, <b>CPS SA</b><br>146 530.0"
Aug 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,131,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2014</b>, United States, <b>CPS SA</b><br>131.0"
Sep 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,146778,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2014</b>, United States, <b>CPS SA</b><br>146 778.0"
Sep 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,248,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2014</b>, United States, <b>CPS SA</b><br>248.0"
Oct 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,147427,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2014</b>, United States, <b>CPS SA</b><br>147 427.0"
Oct 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,649,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2014</b>, United States, <b>CPS SA</b><br>649.0"
Nov 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,147404,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2014</b>, United States, <b>CPS SA</b><br>147 404.0"
Nov 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,-23,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2014</b>, United States, <b>CPS SA</b><br>-23.0"
Dec 2014,US_N_CPS_SA,US,N,CPS,SA,lvl,147615,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2014</b>, United States, <b>CPS SA</b><br>147 615.0"
Dec 2014,US_N_CPS_SA,US,N,CPS,SA,dmm,211,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2014</b>, United States, <b>CPS SA</b><br>211.0"
Jan 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148145,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2015</b>, United States, <b>CPS SA</b><br>148 145.0"
Jan 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,530,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jan 2015</b>, United States, <b>CPS SA</b><br>530.0"
Feb 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148045,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2015</b>, United States, <b>CPS SA</b><br>148 045.0"
Feb 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,-100,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Feb 2015</b>, United States, <b>CPS SA</b><br>-100.0"
Mar 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148128,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2015</b>, United States, <b>CPS SA</b><br>148 128.0"
Mar 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,83,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Mar 2015</b>, United States, <b>CPS SA</b><br>83.0"
Apr 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148511,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2015</b>, United States, <b>CPS SA</b><br>148 511.0"
Apr 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,383,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Apr 2015</b>, United States, <b>CPS SA</b><br>383.0"
May 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148817,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2015</b>, United States, <b>CPS SA</b><br>148 817.0"
May 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,306,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>May 2015</b>, United States, <b>CPS SA</b><br>306.0"
Jun 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148816,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2015</b>, United States, <b>CPS SA</b><br>148 816.0"
Jun 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,-1,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jun 2015</b>, United States, <b>CPS SA</b><br>-1.0"
Jul 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148830,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2015</b>, United States, <b>CPS SA</b><br>148 830.0"
Jul 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,14,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Jul 2015</b>, United States, <b>CPS SA</b><br>14.0"
Aug 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,149181,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2015</b>, United States, <b>CPS SA</b><br>149 181.0"
Aug 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,351,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Aug 2015</b>, United States, <b>CPS SA</b><br>351.0"
Sep 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,148826,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2015</b>, United States, <b>CPS SA</b><br>148 826.0"
Sep 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,-355,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Sep 2015</b>, United States, <b>CPS SA</b><br>-355.0"
Oct 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,149246,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2015</b>, United States, <b>CPS SA</b><br>149 246.0"
Oct 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,420,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Oct 2015</b>, United States, <b>CPS SA</b><br>420.0"
Nov 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,149463,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2015</b>, United States, <b>CPS SA</b><br>149 463.0"
Nov 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,217,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Nov 2015</b>, United States, <b>CPS SA</b><br>217.0"
Dec 2015,US_N_CPS_SA,US,N,CPS,SA,lvl,150128,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2015</b>, United States, <b>CPS SA</b><br>150 128.0"
Dec 2015,US_N_CPS_SA,US,N,CPS,SA,dmm,665,United States,Households survey (thousands of persons),CPS/LAUS,Households survey (thousands of persons),"<b>Dec 2015</b>, United States, <b>CPS SA</b><br>665.0"
